id,positive_taxable_borrowing
2132,0
2133,0
2134,0
2135,0
2141,0
2142,797924.2240325093
2143,0
2144,0
2145,0
2151,0
2152,662585.2493987434
2153,0
2154,0
2155,326420.6413324984
2161,0
2162,0
2163,0
2164,0
2165,0
2171,0
2172,0
2173,0
2174,0
2175,0
2181,0
2182,0
2183,0
2184,0
2185,0
2191,0
2192,0
2193,0
2194,0
2195,0
2201,0
2202,0
2203,0
2204,0
2205,0
2211,0
2212,0
2213,0
2214,0
2215,0
2221,0
2222,0
2223,0
2224,0
2225,0
2231,0
2232,0
2233,0
2234,0
2235,0
2241,0
2242,0
2243,0
2244,16537.289617254075
2245,0
2251,0
2252,0
2253,0
2254,0
2255,0
2261,689053.7340522532
2262,689053.7340522532
2263,0
2264,0
2265,0
2271,0
2272,2480.5934425881114
2273,0
2274,1791.5397085358582
2275,0
2281,0
2282,0
2283,0
2284,0
2285,0
2291,0
2292,0
2293,0
2294,0
2295,0
2301,0
2302,0
2303,0
2304,0
2305,0
2311,9922.373770352446
2312,0
2313,0
2314,0
2315,0
2321,0
2322,0
2323,0
2324,0
2325,0
2331,0
2332,0
2333,0
2334,0
2335,0
2341,0
2342,0
2343,0
2344,0
2345,0
2351,0
2352,0
2353,0
2354,0
2355,0
2361,0
2362,0
2363,0
2364,0
2365,0
2371,0
2372,0
2373,0
2374,0
2375,55568.065528563195
2381,0
2382,0
2383,0
2384,0
2385,0
2391,0
2392,0
2393,0
2394,0
2395,0
2401,0
2402,0
2403,0
2404,0
2405,0
2411,0
2412,0
2413,0
2414,0
2415,0
2421,0
2422,0
2423,0
2424,12117.984309706626
2425,0
2431,0
2432,0
2433,0
2434,0
2435,0
2441,0
2442,0
2443,0
2444,0
2445,0
2451,0
2452,0
2453,0
2454,0
2455,0
2461,0
2462,2803.0444862196214
2463,53652.57715994544
2464,0
2465,55548.03751340085
2471,82686.44808627038
2472,0
2473,0
2474,0
2475,0
2481,0
2482,1902.4364299264496
2483,0
2484,0
2485,0
2491,0
2492,1240.2967212940557
2493,0
2494,0
2495,0
2501,0
2502,0
2503,0
2504,0
2505,0
2511,0
2512,0
2513,0
2514,0
2515,0
2521,0
2522,0
2523,0
2524,0
2525,540.317592403477
2531,0
2532,0
2533,0
2534,0
2535,0
2541,464422.21675121866
2542,0
2543,0
2544,0
2545,1171.3913478888305
2551,0
2552,0
2553,0
2554,0
2555,0
2561,0
2562,0
2563,0
2564,0
2565,0
2571,0
2572,0
2573,0
2574,0
2575,0
2581,0
2582,0
2583,0
2584,0
2585,0
2591,0
2592,0
2593,0
2594,0
2595,0
2601,0
2602,0
2603,0
2604,0
2605,0
2611,34452.68670261266
2612,0
2613,0
2614,0
2615,0
2621,0
2622,0
2623,0
2624,0
2625,0
2631,0
2632,0
2633,0
2634,0
2635,0
2641,0
2642,0
2643,0
2644,0
2645,0
2651,0
2652,0
2653,0
2654,0
2655,0
2661,0
2662,0
2663,0
2664,0
2665,0
2671,0
2672,0
2673,0
2674,0
2675,0
2681,0
2682,0
2683,0
2684,0
2685,0
2691,0
2692,0
2693,0
2694,0
2695,0
2701,0
2702,0
2703,0
2704,0
2705,0
2711,0
2712,0
2713,0
2714,0
2715,0
2721,0
2722,0
2723,0
2724,0
2725,0
2731,0
2732,0
2733,0
2734,0
2735,0
2741,0
2742,711103.4535419253
2743,2756.2149362090126
2744,355551.72677096265
2745,0
2751,0
2752,1929.350455346309
2753,0
2754,0
2755,0
2761,0
2762,0
2763,0
2764,0
2765,0
2771,0
2772,0
2773,0
2774,0
2775,0
2781,0
2782,0
2783,0
2784,0
2785,0
2791,0
2792,0
2793,0
2794,0
2795,0
2801,416064.01164304273
2802,0
2803,0
2804,329809.65138377843
2805,34452.68670261266
2811,0
2812,160.1116043364653
2813,0
2814,0
2815,0
2821,0
2822,0
2823,0
2824,0
2825,0
2831,0
2832,0
2833,0
2834,0
2835,0
2841,0
2842,0
2843,0
2844,0
2845,0
2851,0
2852,0
2853,103358.06010783797
2854,0
2855,0
2861,0
2862,0
2863,0
2864,0
2865,1653.7289617254075
2871,0
2872,0
2873,0
2874,0
2875,0
2881,0
2882,0
2883,0
2884,0
2885,0
2891,0
2892,0
2893,0
2894,23937726.720975276
2895,0
2901,0
2902,0
2903,0
2904,0
2905,0
2911,0
2912,0
2913,0
2914,0
2915,0
2921,0
2922,0
2923,0
2924,0
2925,0
2931,0
2932,0
2933,0
2934,0
2935,0
2941,0
2942,0
2943,0
2944,0
2945,68905.37340522531
2951,0
2952,0
2953,0
2954,0
2955,0
2961,0
2962,0
2963,0
2964,0
2965,0
2971,0
2972,0
2973,0
2974,0
2975,0
2981,0
2982,9646.752276731544
2983,0
2984,0
2985,0
2991,354173.61930285813
2992,0
2993,0
2994,0
2995,0
3001,246681.23679070664
3002,0
3003,0
3004,246681.23679070664
3005,0
3011,0
3012,0
3013,0
3014,0
3015,0
3021,0
3022,0
3023,0
3024,0
3025,0
3031,0
3032,0
3033,0
3034,0
3035,0
3041,0
3042,1378.1074681045063
3043,0
3044,0
3045,0
3051,0
3052,0
3053,0
3054,0
3055,464422.21675121866
3061,1068.1458047433334
3062,0
3063,0
3064,0
3065,0
3071,0
3072,0
3073,0
3074,0
3075,0
3081,0
3082,0
3083,0
3084,0
3085,0
3091,0
3092,0
3093,0
3094,0
3095,0
3101,0
3102,0
3103,0
3104,0
3105,0
3111,0
3112,0
3113,0
3114,0
3115,0
3121,0
3122,0
3123,0
3124,0
3125,5909.38963562635
3131,0
3132,275.6214936209012
3133,0
3134,0
3135,0
3141,0
3142,0
3143,0
3144,0
3145,0
3151,0
3152,0
3153,0
3154,0
3155,0
3161,0
3162,0
3163,0
3164,0
3165,0
3171,0
3172,0
3173,0
3174,0
3175,0
3181,0
3182,0
3183,0
3184,0
3185,0
3191,0
3192,0
3193,0
3194,0
3195,0
3201,0
3202,0
3203,0
3204,0
3205,381209.63948134077
3211,0
3212,0
3213,0
3214,0
3215,0
3221,0
3222,0
3223,0
3224,34452.68670261266
3225,464422.21675121866
3231,0
3232,0
3233,0
3234,0
3235,0
3241,0
3242,0
3243,0
3244,0
3245,13781.074681045064
3251,0
3252,0
3253,0
3254,0
3255,0
3261,0
3262,0
3263,0
3264,0
3265,0
3271,0
3272,0
3273,0
3274,0
3275,0
3281,0
3282,0
3283,0
3284,0
3285,0
3291,0
3292,0
3293,0
3294,0
3295,0
3301,0
3302,0
3303,0
3304,0
3305,0
3311,381209.63948134077
3312,0
3313,7104.72457821775
3314,381209.63948134077
3315,381209.63948134077
3321,179153.97085358584
3322,0
3323,179153.97085358584
3324,0
3325,0
3331,0
3332,0
3333,0
3334,0
3335,0
3341,0
3342,0
3343,0
3344,0
3345,0
3351,1282.220532366751
3352,0
3353,0
3354,0
3355,1282.220532366751
3361,0
3362,0
3363,0
3364,0
3365,0
3371,0
3372,0
3373,0
3374,0
3375,1282.220532366751
3381,0
3382,0
3383,861317.1675653164
3384,298390.4212141353
3385,1001884.1293119761
3391,0
3392,0
3393,0
3394,0
3395,0
3401,0
3402,0
3403,0
3404,0
3405,0
3411,0
3412,0
3413,0
3414,0
3415,0
3421,0
3422,0
3423,0
3424,0
3425,0
3431,0
3432,0
3433,0
3434,0
3435,0
3441,0
3442,0
3443,0
3444,0
3445,0
3451,0
3452,0
3453,0
3454,0
3455,0
3461,0
3462,0
3463,0
3464,0
3465,0
3471,0
3472,0
3473,0
3474,0
3475,0
3481,0
3482,0
3483,4134.322404313519
3484,0
3485,0
3491,0
3492,0
3493,137810.74681045063
3494,0
3495,0
3501,0
3502,0
3503,0
3504,0
3505,73588.32840628616
3511,0
3512,0
3513,0
3514,0
3515,0
3521,0
3522,0
3523,0
3524,0
3525,289402.56830194633
3531,0
3532,0
3533,0
3534,0
3535,0
3541,0
3542,363943.46510331595
3543,0
3544,5196.032245977097
3545,416064.01164304273
3551,0
3552,0
3553,0
3554,0
3555,0
3561,0
3562,0
3563,0
3564,0
3565,0
3571,0
3572,0
3573,0
3574,0
3575,0
3581,0
3582,0
3583,0
3584,0
3585,0
3591,0
3592,0
3593,0
3594,0
3595,0
3601,0
3602,0
3603,0
3604,0
3605,0
3611,0
3612,0
3613,0
3614,0
3615,0
3621,0
3622,0
3623,0
3624,0
3625,0
3631,0
3632,0
3633,0
3634,0
3635,0
3641,0
3642,0
3643,0
3644,0
3645,0
3651,0
3652,0
3653,0
3654,0
3655,0
3661,0
3662,0
3663,13781.074681045064
3664,0
3665,0
3671,0
3672,0
3673,0
3674,0
3675,0
3681,82686.44808627038
3682,82686.44808627038
3683,82686.44808627038
3684,82686.44808627038
3685,82686.44808627038
3691,48233.76138365772
3692,0
3693,0
3694,0
3695,0
3701,0
3702,0
3703,0
3704,0
3705,0
3711,109512.73666624309
3712,132530.23685230024
3713,66452.50410853217
3714,0
3715,0
3721,0
3722,0
3723,0
3724,0
3725,0
3731,0
3732,5512.429872418025
3733,0
3734,0
3735,0
3741,0
3742,0
3743,0
3744,0
3745,0
3751,6090.0917999717585
3752,0
3753,0
3754,0
3755,0
3761,0
3762,0
3763,0
3764,0
3765,0
3771,0
3772,0
3773,0
3774,0
3775,0
3781,0
3782,0
3783,0
3784,0
3785,0
3791,0
3792,0
3793,0
3794,0
3795,0
3801,0
3802,0
3803,0
3804,0
3805,34452.68670261266
3811,1103953.4203867337
3812,0
3813,0
3814,0
3815,0
3821,0
3822,0
3823,0
3824,0
3825,461666.00181500963
3831,0
3832,0
3833,0
3834,0
3835,20671.612021567595
3841,0
3842,0
3843,0
3844,0
3845,551.9135882546676
3851,0
3852,4134.322404313519
3853,0
3854,4134.322404313519
3855,0
3861,0
3862,0
3863,0
3864,0
3865,26313.43637311546
3871,0
3872,0
3873,0
3874,0
3875,0
3881,0
3882,0
3883,0
3884,0
3885,0
3891,0
3892,0
3893,0
3894,0
3895,0
3901,0
3902,0
3903,0
3904,0
3905,0
3911,0
3912,0
3913,0
3914,0
3915,0
3921,0
3922,0
3923,0
3924,0
3925,0
3931,0
3932,0
3933,0
3934,0
3935,0
3941,0
3942,0
3943,0
3944,0
3945,0
3951,0
3952,0
3953,0
3954,0
3955,0
3961,0
3962,252262.97706231475
3963,250884.86959421023
3964,268111.2129455166
3965,268111.2129455166
3971,0
3972,0
3973,0
3974,0
3975,0
3981,0
3982,0
3983,0
3984,0
3985,0
3991,0
3992,0
3993,0
3994,0
3995,0
4001,0
4002,0
4003,0
4004,0
4005,0
4011,0
4012,0
4013,0
4014,0
4015,0
4021,0
4022,0
4023,124718.72586345783
4024,0
4025,0
4031,0
4032,0
4033,0
4034,0
4035,0
4041,0
4042,0
4043,826864.4808627038
4044,0
4045,0
4051,0
4052,0
4053,0
4054,0
4055,0
4061,0
4062,0
4063,144355.85717305428
4064,0
4065,0
4071,0
4072,0
4073,0
4074,0
4075,0
4081,0
4082,0
4083,0
4084,0
4085,0
4091,0
4092,0
4093,0
4094,0
4095,0
4101,0
4102,0
4103,0
4104,0
4105,0
4111,0
4112,0
4113,0
4114,0
4115,0
4121,0
4122,0
4123,0
4124,0
4125,0
4131,0
4132,2757063.313636506
4133,326420.6413324984
4134,2757063.313636506
4135,0
4141,0
4142,0
4143,0
4144,0
4145,0
4151,0
4152,0
4153,0
4154,0
4155,0
4161,0
4162,0
4163,0
4164,0
4165,12807.60062994869
4171,0
4172,0
4173,0
4174,0
4175,0
4181,0
4182,0
4183,0
4184,0
4185,0
4191,0
4192,0
4193,0
4194,0
4195,0
4201,0
4202,1791.5397085358582
4203,0
4204,0
4205,0
4211,0
4212,0
4213,0
4214,0
4215,0
4221,0
4222,0
4223,4134.322404313519
4224,0
4225,785.8340539335329
4231,0
4232,0
4233,0
4234,0
4235,0
4241,0
4242,0
4243,0
4244,0
4245,0
4251,0
4252,0
4253,0
4254,0
4255,0
4261,0
4262,0
4263,0
4264,0
4265,0
4271,0
4272,0
4273,0
4274,0
4275,0
4281,0
4282,0
4283,0
4284,0
4285,0
4291,0
4292,0
4293,11818.779264362161
4294,0
4295,0
4301,0
4302,0
4303,0
4304,0
4305,27094.07888143858
4311,0
4312,0
4313,0
4314,0
4315,0
4321,0
4322,0
4323,0
4324,0
4325,0
4331,0
4332,0
4333,0
4334,5143.374312424968
4335,0
4341,0
4342,0
4343,0
4344,4189446.703037699
4345,0
4351,0
4352,0
4353,0
4354,0
4355,0
4361,0
4362,0
4363,0
4364,0
4365,0
4371,0
4372,571914.59926337
4373,1378107.4681045064
4374,0
4375,0
4381,0
4382,0
4383,0
4384,0
4385,0
4391,0
4392,0
4393,0
4394,0
4395,0
4401,0
4402,0
4403,0
4404,0
4405,0
4411,0
4412,0
4413,0
4414,0
4415,0
4421,0
4422,0
4423,0
4424,0
4425,0
4431,0
4432,0
4433,0
4434,0
4435,0
4441,0
4442,0
4443,0
4444,0
4445,0
4451,0
4452,0
4453,0
4454,0
4455,0
4461,0
4462,895.7698542679291
4463,0
4464,0
4465,0
4471,0
4472,0
4473,0
4474,0
4475,0
4481,0
4482,0
4483,0
4484,0
4485,0
4491,0
4492,0
4493,0
4494,0
4495,0
4501,0
4502,0
4503,0
4504,0
4505,0
4511,0
4512,0
4513,0
4514,0
4515,0
4521,0
4522,289402.56830194633
4523,0
4524,289402.56830194633
4525,0
4531,0
4532,0
4533,0
4534,0
4535,0
4541,0
4542,0
4543,0
4544,0
4545,0
4551,0
4552,0
4553,0
4554,0
4555,0
4561,0
4562,0
4563,0
4564,0
4565,0
4571,0
4572,0
4573,0
4574,0
4575,2756.2149362090126
4581,0
4582,0
4583,0
4584,0
4585,0
4591,0
4592,0
4593,0
4594,0
4595,0
4601,0
4602,0
4603,0
4604,0
4605,0
4611,13324.255896627626
4612,536615.1101033838
4613,0
4614,0
4615,0
4621,0
4622,0
4623,0
4624,0
4625,0
4631,0
4632,48233.76138365772
4633,30318.36429829914
4634,0
4635,0
4641,0
4642,0
4643,0
4644,0
4645,0
4651,0
4652,0
4653,0
4654,0
4655,0
4661,0
4662,0
4663,0
4664,0
4665,0
4671,0
4672,0
4673,0
4674,0
4675,0
4681,109512.73666624309
4682,117139.13478888304
4683,0
4684,0
4685,0
4691,0
4692,0
4693,0
4694,0
4695,0
4701,0
4702,0
4703,0
4704,0
4705,0
4711,0
4712,0
4713,0
4714,0
4715,0
4721,0
4722,0
4723,0
4724,1584823.5883201824
4725,1584823.5883201824
4731,0
4732,0
4733,0
4734,0
4735,0
4741,0
4742,0
4743,0
4744,0
4745,0
4751,0
4752,0
4753,0
4754,0
4755,0
4761,0
4762,0
4763,0
4764,0
4765,0
4771,0
4772,0
4773,2049.7683338114375
4774,0
4775,3445.268670261266
4781,0
4782,0
4783,0
4784,0
4785,0
4791,0
4792,0
4793,0
4794,0
4795,0
4801,0
4802,0
4803,0
4804,0
4805,0
4811,0
4812,0
4813,0
4814,0
4815,878.5997693977934
4821,0
4822,0
4823,0
4824,0
4825,0
4831,0
4832,0
4833,0
4834,0
4835,0
4841,0
4842,0
4843,0
4844,0
4845,0
4851,0
4852,0
4853,0
4854,0
4855,0
4861,0
4862,0
4863,0
4864,0
4865,0
4871,0
4872,0
4873,0
4874,0
4875,0
4881,0
4882,0
4883,0
4884,0
4885,0
4891,0
4892,0
4893,0
4894,0
4895,0
4901,0
4902,0
4903,0
4904,0
4905,0
4911,0
4912,0
4913,0
4914,0
4915,0
4921,0
4922,0
4923,0
4924,0
4925,0
4931,0
4932,0
4933,0
4934,0
4935,0
4941,0
4942,0
4943,0
4944,0
4945,0
4951,0
4952,0
4953,0
4954,0
4955,1791.5397085358582
4961,0
4962,0
4963,0
4964,0
4965,0
4971,0
4972,0
4973,0
4974,0
4975,0
4981,0
4982,0
4983,0
4984,0
4985,0
4991,0
4992,0
4993,0
4994,0
4995,0
5001,0
5002,0
5003,0
5004,0
5005,0
5011,6890.537340522532
5012,0
5013,0
5014,0
5015,0
5021,0
5022,0
5023,0
5024,0
5025,0
5031,0
5032,0
5033,0
5034,8268.644808627037
5035,0
5041,0
5042,0
5043,0
5044,0
5045,0
5051,0
5052,0
5053,0
5054,0
5055,0
5061,0
5062,0
5063,0
5064,0
5065,0
5071,0
5072,0
5073,0
5074,0
5075,0
5081,0
5082,0
5083,0
5084,0
5085,0
5091,187650.12490907608
5092,0
5093,0
5094,0
5095,0
5101,0
5102,0
5103,0
5104,0
5105,0
5111,0
5112,0
5113,0
5114,0
5115,0
5121,0
5122,0
5123,0
5124,0
5125,3031.836429829914
5131,0
5132,0
5133,0
5134,0
5135,0
5141,0
5142,0
5143,0
5144,137810.74681045063
5145,0
5151,0
5152,0
5153,0
5154,0
5155,0
5161,0
5162,0
5163,0
5164,0
5165,0
5171,0
5172,0
5173,551.9135882546676
5174,0
5175,551.9135882546676
5181,0
5182,0
5183,0
5184,0
5185,0
5191,0
5192,0
5193,0
5194,0
5195,0
5201,0
5202,0
5203,0
5204,0
5205,0
5211,0
5212,0
5213,0
5214,0
5215,0
5221,0
5222,0
5223,0
5224,0
5225,0
5231,0
5232,0
5233,0
5234,0
5235,0
5241,0
5242,0
5243,0
5244,0
5245,0
5251,0
5252,0
5253,0
5254,0
5255,0
5261,0
5262,57646.4784200635
5263,0
5264,0
5265,0
5271,0
5272,0
5273,0
5274,0
5275,0
